student_id,year,branch,gpa,study_hours,failures,hostel,sleep_hours,family_support,interest,budget_level,skill_level,stress_level,communication_level,confusion_level
2974,3,IT,5.92,2,2,Day Scholar,4,Low,Data Analysis,High,Beginner,High,Poor,High
2975,4,CSE,5.96,6,0,Day Scholar,6,Medium,Data Science,High,Beginner,High,Average,High
2976,3,CSE,8.27,5,1,Day Scholar,5,High,App Development,Medium,Intermediate,Low,Good,Low
2977,1,EEE,9.21,5,0,Hostel,6,Low,Electrical Design,High,Intermediate,High,Poor,Low
2978,3,Mechanical,5.85,3,2,Hostel,6,High,Robotics,Low,Beginner,High,Good,High
2979,2,IT,5.9,6,2,Hostel,4,High,Web Development,Medium,Beginner,High,Good,High
2980,3,ECE,9.06,3,2,Hostel,5,Low,IoT,High,Beginner,High,Poor,Low
2981,1,Mechanical,6.82,3,0,Hostel,6,Medium,Robotics,Medium,Beginner,Medium,Average,Medium
2982,1,IT,7.32,5,2,Hostel,8,Low,Web Development,Low,Beginner,High,Poor,Medium
2983,2,IT,5.52,5,0,Hostel,6,High,Web Development,Low,Beginner,High,Good,High
2984,3,IT,6.49,2,0,Hostel,5,Medium,Data Analysis,High,Beginner,High,Average,High
2985,2,Mechanical,7.09,3,0,Day Scholar,6,High,Robotics,Medium,Beginner,Medium,Good,Medium
2986,4,ECE,8.9,6,0,Day Scholar,4,High,Communication Systems,High,Intermediate,Low,Good,Low
2987,2,CSE,7.1,6,0,Day Scholar,5,Low,App Development,Low,Beginner,High,Poor,Medium
2988,2,EEE,8.38,5,2,Hostel,8,Low,Renewable Energy,Medium,Intermediate,High,Poor,Low
2989,1,CSE,5.55,2,2,Day Scholar,7,Low,Cybersecurity,High,Beginner,High,Poor,High
2990,4,Mechanical,5.07,6,0,Hostel,4,Low,CAD Design,Medium,Beginner,High,Poor,High
2991,1,ECE,8.22,5,0,Day Scholar,4,Medium,IoT,High,Intermediate,Medium,Average,Low
2992,1,EEE,5.86,3,2,Day Scholar,6,Medium,Industrial Automation,Medium,Beginner,High,Average,High
2993,4,IT,8.87,6,0,Day Scholar,7,Low,Data Analysis,Low,Intermediate,High,Poor,Low
2994,2,IT,7.43,4,1,Hostel,5,Medium,Communication Skills,Medium,Beginner,Medium,Average,Medium
2995,3,CSE,5.07,5,0,Hostel,5,High,App Development,Medium,Beginner,High,Good,High
2996,2,ECE,5.73,1,1,Hostel,7,Low,Signal Processing,High,Beginner,High,Poor,High
2997,3,CSE,7.39,5,0,Hostel,4,Low,Web Development,High,Beginner,High,Poor,Medium
2998,4,Mechanical,5.6,4,1,Hostel,6,High,Manufacturing,Medium,Beginner,High,Good,High
2999,4,EEE,7.41,3,1,Hostel,8,Low,Electrical Design,High,Beginner,High,Poor,Medium
3000,3,EEE,5.52,1,0,Day Scholar,8,Low,Smart Grid Systems,Low,Beginner,High,Poor,High
3001,2,ECE,5.93,4,1,Hostel,5,High,Signal Processing,High,Beginner,High,Good,High
3002,4,IT,6.83,1,2,Hostel,5,Medium,Competitive Coding,High,Beginner,High,Average,High
3003,4,Mechanical,6.03,3,2,Hostel,4,High,CAD Design,Medium,Beginner,High,Good,High
3004,1,CSE,6.9,1,0,Hostel,8,Medium,Data Science,Low,Beginner,High,Average,High
3005,4,EEE,6.63,4,0,Hostel,4,Low,Electrical Design,Low,Beginner,High,Poor,Medium
3006,2,IT,6.56,6,2,Day Scholar,6,High,AI/ML,High,Beginner,Medium,Good,Medium
3007,2,CSE,7.24,4,0,Hostel,5,Medium,Data Science,Low,Beginner,Medium,Average,Medium
3008,4,CSE,5.14,4,0,Day Scholar,8,Low,App Development,High,Beginner,High,Poor,High
3009,2,CSE,7.06,5,0,Hostel,7,Low,Web Development,Low,Beginner,High,Poor,Medium
3010,2,EEE,7.16,4,2,Day Scholar,8,Medium,Renewable Energy,Medium,Beginner,Medium,Average,Medium
3011,2,EEE,6.67,5,2,Day Scholar,4,Medium,Smart Grid Systems,High,Beginner,Medium,Average,Medium
3012,4,Mechanical,5.88,6,0,Hostel,6,High,Thermal Engineering,Medium,Beginner,High,Good,High
3013,1,CSE,6.56,1,0,Hostel,7,High,App Development,Low,Beginner,High,Good,High
3014,4,CSE,6.67,5,0,Day Scholar,5,High,Web Development,Low,Beginner,Medium,Good,Medium
3015,4,ECE,5.65,3,0,Day Scholar,6,Medium,Signal Processing,High,Beginner,High,Average,High
3016,3,Mechanical,6.72,3,0,Hostel,4,Medium,Automobile Engineering,Low,Beginner,Medium,Average,Medium
3017,3,CSE,8.85,4,0,Day Scholar,8,Medium,App Development,Medium,Intermediate,Medium,Average,Low
3018,3,CSE,8.66,2,0,Day Scholar,8,High,Cybersecurity,Low,Beginner,Medium,Good,High
3019,1,Mechanical,8.63,1,2,Day Scholar,6,Low,Automobile Engineering,Low,Beginner,High,Poor,High
3020,2,Mechanical,6.7,6,0,Hostel,8,Medium,Robotics,Medium,Beginner,Medium,Average,Medium
3021,4,EEE,5.19,4,2,Day Scholar,7,High,Industrial Automation,Medium,Beginner,High,Good,High
3022,2,EEE,5.81,4,2,Day Scholar,8,Low,Renewable Energy,Medium,Beginner,High,Poor,High
3023,2,IT,6.41,1,0,Hostel,5,High,Web Development,High,Beginner,High,Good,High
3024,4,Mechanical,5.08,3,0,Hostel,8,High,Manufacturing,High,Beginner,High,Good,High
3025,4,ECE,5.3,6,0,Hostel,6,Medium,Signal Processing,High,Beginner,High,Average,High
3026,4,IT,8.41,3,0,Hostel,6,Low,AI/ML,High,Beginner,High,Poor,Low
3027,1,CSE,6.57,3,0,Hostel,8,Low,App Development,Medium,Beginner,High,Poor,Medium
3028,2,CSE,5.35,1,0,Hostel,4,Medium,Cybersecurity,Medium,Beginner,High,Average,High
3029,1,CSE,8.88,5,2,Hostel,6,High,Cybersecurity,Low,Intermediate,Low,Good,Low
3030,4,Mechanical,8.19,1,2,Day Scholar,4,Medium,Thermal Engineering,High,Beginner,High,Average,High
3031,1,ECE,6.38,2,0,Day Scholar,8,Medium,IoT,High,Beginner,High,Average,High
3032,2,CSE,6.91,1,0,Hostel,6,Medium,Web Development,Medium,Beginner,High,Average,High
3033,2,ECE,7.29,1,0,Hostel,4,Medium,Embedded Systems,Medium,Beginner,High,Average,High
3034,3,CSE,8.61,5,0,Day Scholar,4,High,Data Science,Medium,Intermediate,Low,Good,Low
3035,1,EEE,7.94,4,0,Hostel,8,Medium,Industrial Automation,Medium,Intermediate,Medium,Average,Low
3036,2,ECE,8.27,6,1,Day Scholar,5,Medium,Embedded Systems,Medium,Intermediate,Medium,Average,Low
3037,3,ECE,7.91,5,2,Hostel,6,High,Signal Processing,Low,Intermediate,Medium,Good,Low
3038,3,EEE,9.33,4,0,Day Scholar,6,High,Electrical Design,Medium,Intermediate,Low,Good,Low
3039,3,CSE,5.02,6,0,Day Scholar,6,Low,Data Science,High,Beginner,High,Poor,High
3040,3,IT,7.47,2,0,Hostel,4,Medium,Web Development,Medium,Beginner,Medium,Average,High
3041,4,IT,6.68,6,0,Day Scholar,7,Medium,AI/ML,Low,Beginner,Medium,Average,Medium
3042,4,EEE,5.73,1,2,Day Scholar,7,High,Power Systems,Low,Beginner,High,Good,High
3043,1,EEE,8.07,1,0,Day Scholar,8,Medium,Power Systems,Medium,Beginner,High,Average,High
3044,1,Mechanical,5.31,4,1,Day Scholar,6,Medium,Automobile Engineering,Medium,Beginner,High,Average,High
3045,4,EEE,7.83,6,0,Day Scholar,7,Low,Smart Grid Systems,Medium,Intermediate,High,Poor,Low
3046,3,EEE,9.48,3,0,Hostel,7,High,Industrial Automation,Medium,Beginner,Medium,Good,Low
3047,1,IT,8.19,4,1,Day Scholar,6,Medium,Web Development,High,Intermediate,Medium,Average,Low
3048,2,Mechanical,6.7,1,0,Hostel,7,High,Robotics,Low,Beginner,High,Good,High
3049,2,Mechanical,6.97,6,0,Hostel,8,Low,CAD Design,Medium,Beginner,High,Poor,Medium
3050,2,Mechanical,6.79,2,0,Hostel,5,High,Robotics,Low,Beginner,Medium,Good,High
3051,3,IT,5.13,4,0,Hostel,4,High,AI/ML,Low,Beginner,High,Good,High
3052,3,Mechanical,9.02,5,2,Hostel,6,Low,Manufacturing,Low,Intermediate,High,Poor,Low
3053,1,ECE,9.1,5,2,Hostel,4,Medium,Signal Processing,Medium,Intermediate,Medium,Average,Low
3054,1,CSE,6.06,1,1,Hostel,6,High,Cybersecurity,High,Beginner,High,Good,High
3055,1,Mechanical,7.45,6,0,Day Scholar,7,Low,Automobile Engineering,Medium,Beginner,High,Poor,Medium
3056,4,ECE,8.05,6,0,Day Scholar,8,Low,VLSI Design,Medium,Intermediate,High,Poor,Low
3057,1,ECE,7.27,4,0,Hostel,8,High,Communication Systems,Low,Beginner,Medium,Good,Medium
3058,3,ECE,7.18,3,0,Hostel,6,Medium,Communication Systems,Low,Beginner,Medium,Average,Medium
3059,4,EEE,8.69,4,1,Hostel,8,High,Power Systems,High,Intermediate,Low,Good,Low
3060,1,Mechanical,9.05,4,0,Day Scholar,6,Medium,Manufacturing,High,Intermediate,Medium,Average,Low
3061,2,Mechanical,8.81,2,0,Hostel,4,Low,Manufacturing,Medium,Beginner,High,Poor,High
3062,3,EEE,6.8,1,2,Day Scholar,7,High,Power Systems,Medium,Beginner,High,Good,High
3063,4,ECE,6.24,1,2,Day Scholar,4,Medium,Embedded Systems,Medium,Beginner,High,Average,High
3064,4,Mechanical,6.47,1,0,Day Scholar,5,Low,CAD Design,Low,Beginner,High,Poor,High
3065,2,EEE,5.46,3,0,Hostel,6,Medium,Power Systems,High,Beginner,High,Average,High
3066,1,EEE,5.29,4,1,Hostel,5,Low,Renewable Energy,High,Beginner,High,Poor,High
3067,3,EEE,5.77,6,0,Day Scholar,4,Medium,Power Systems,Medium,Beginner,High,Average,High
3068,3,Mechanical,9.48,3,0,Hostel,6,Low,Manufacturing,Medium,Beginner,High,Poor,Low
3069,1,ECE,6.02,3,0,Day Scholar,6,Low,Signal Processing,High,Beginner,High,Poor,High
3070,3,Mechanical,7.43,6,1,Day Scholar,5,Low,Automobile Engineering,Low,Beginner,High,Poor,Medium
3071,2,IT,9.45,4,1,Hostel,6,Medium,Data Analysis,High,Intermediate,Medium,Average,Low
3072,2,IT,7.88,1,0,Hostel,8,Low,AI/ML,Low,Beginner,High,Poor,High
3073,3,EEE,5.61,1,0,Hostel,5,Low,Smart Grid Systems,Medium,Beginner,High,Poor,High
3074,3,Mechanical,8.95,1,0,Hostel,8,High,Thermal Engineering,Medium,Beginner,High,Good,High
3075,1,Mechanical,6.81,1,2,Day Scholar,7,High,CAD Design,Medium,Beginner,High,Good,High
3076,4,ECE,7.47,1,1,Hostel,7,High,VLSI Design,Medium,Beginner,High,Good,High
3077,2,CSE,6.88,3,0,Hostel,6,Medium,Cybersecurity,Medium,Beginner,Medium,Average,Medium
3078,4,ECE,9.04,2,0,Hostel,5,Medium,Communication Systems,Low,Beginner,Medium,Average,High
3079,4,IT,6.91,6,1,Day Scholar,7,High,AI/ML,High,Beginner,Medium,Good,Medium
3080,3,Mechanical,8.59,1,2,Day Scholar,4,Low,Automobile Engineering,Medium,Beginner,High,Poor,High
3081,2,ECE,7.86,6,1,Day Scholar,7,High,Embedded Systems,Low,Intermediate,Medium,Good,Low
3082,1,ECE,9.39,3,0,Hostel,5,Low,VLSI Design,Medium,Beginner,High,Poor,Low
3083,2,EEE,6.43,5,0,Day Scholar,8,High,Smart Grid Systems,Low,Beginner,High,Good,High
3084,1,IT,5.21,2,2,Hostel,4,Low,Communication Skills,Low,Beginner,High,Poor,High
3085,3,CSE,7.13,3,1,Day Scholar,6,High,Cybersecurity,High,Beginner,Medium,Good,Medium
3086,1,IT,7.05,2,2,Day Scholar,8,Low,Competitive Coding,High,Beginner,High,Poor,High
3087,1,EEE,6.5,3,0,Day Scholar,6,High,Smart Grid Systems,Low,Beginner,Medium,Good,Medium
3088,3,IT,6.12,3,0,Hostel,4,Medium,Data Analysis,Low,Beginner,High,Average,High
3089,4,Mechanical,5.18,4,0,Day Scholar,5,High,CAD Design,High,Beginner,High,Good,High
3090,2,IT,5.12,6,0,Hostel,8,High,Communication Skills,High,Beginner,High,Good,High
3091,1,CSE,6.55,5,0,Hostel,8,High,Data Science,High,Beginner,Medium,Good,Medium
3092,2,EEE,9.13,2,0,Hostel,6,Medium,Smart Grid Systems,High,Beginner,Medium,Average,High
3093,1,IT,5.46,5,1,Hostel,5,Low,Data Analysis,High,Beginner,High,Poor,High
3094,1,EEE,7.97,1,1,Day Scholar,6,High,Electrical Design,High,Beginner,High,Good,High
3095,1,ECE,7.73,6,1,Day Scholar,4,Medium,Embedded Systems,Low,Intermediate,Medium,Average,Low
3096,2,Mechanical,6.26,5,0,Day Scholar,6,Low,Automobile Engineering,Low,Beginner,High,Poor,High
3097,1,EEE,5.08,5,0,Hostel,7,Medium,Renewable Energy,High,Beginner,High,Average,High
3098,3,EEE,6.24,3,1,Day Scholar,8,High,Electrical Design,Low,Beginner,High,Good,High
3099,2,EEE,5.28,2,0,Day Scholar,4,Medium,Electrical Design,High,Beginner,High,Average,High
3100,2,Mechanical,6.88,1,0,Hostel,8,Medium,Automobile Engineering,High,Beginner,High,Average,High
3101,3,Mechanical,7.44,4,0,Hostel,6,Low,Manufacturing,High,Beginner,High,Poor,Medium
3102,4,ECE,8.11,2,2,Hostel,4,Low,Embedded Systems,High,Beginner,High,Poor,High
3103,1,CSE,6.72,3,1,Hostel,4,Low,App Development,Medium,Beginner,High,Poor,Medium
3104,2,ECE,8.07,3,1,Hostel,6,Low,Embedded Systems,Low,Beginner,High,Poor,Low
3105,3,CSE,7.92,1,1,Day Scholar,8,Medium,App Development,Low,Beginner,High,Average,High
3106,3,IT,6.5,1,0,Hostel,5,Low,AI/ML,Low,Beginner,High,Poor,High
3107,3,Mechanical,8.74,1,0,Day Scholar,6,Medium,Robotics,Medium,Beginner,High,Average,High
3108,4,CSE,8.73,3,2,Hostel,4,High,Data Science,High,Beginner,Medium,Good,Low
3109,4,IT,8.11,2,0,Day Scholar,7,High,AI/ML,High,Beginner,Medium,Good,High
3110,2,ECE,9.17,4,1,Day Scholar,7,High,IoT,Medium,Intermediate,Low,Good,Low
3111,4,CSE,7.26,6,0,Day Scholar,4,Medium,App Development,Low,Beginner,Medium,Average,Medium
3112,2,EEE,8.12,4,2,Hostel,5,High,Industrial Automation,Medium,Intermediate,Low,Good,Low
3113,3,ECE,7.09,5,2,Hostel,5,Medium,Embedded Systems,High,Beginner,Medium,Average,Medium
3114,1,EEE,6.47,3,0,Day Scholar,4,High,Smart Grid Systems,High,Beginner,High,Good,High
3115,3,ECE,7.64,1,0,Hostel,7,Medium,Embedded Systems,Low,Beginner,High,Average,High
3116,1,ECE,7.7,1,0,Hostel,6,Medium,Embedded Systems,Medium,Beginner,High,Average,High
3117,2,Mechanical,8.79,6,1,Hostel,5,Medium,Automobile Engineering,Medium,Intermediate,Medium,Average,Low
3118,1,CSE,8.43,5,2,Hostel,6,High,Web Development,Low,Intermediate,Low,Good,Low
3119,1,EEE,9.37,1,0,Hostel,4,Medium,Power Systems,High,Beginner,High,Average,High
3120,3,EEE,6.12,2,2,Hostel,5,Low,Industrial Automation,Medium,Beginner,High,Poor,High
3121,3,CSE,6.23,2,2,Day Scholar,6,High,App Development,High,Beginner,High,Good,High
3122,4,CSE,5.75,3,0,Day Scholar,7,Low,AI/ML,Low,Beginner,High,Poor,High
3123,1,IT,6.51,6,0,Hostel,4,High,AI/ML,Medium,Beginner,Medium,Good,Medium
3124,1,IT,7.17,2,0,Hostel,4,High,AI/ML,Medium,Beginner,Medium,Good,High
3125,1,IT,5.42,1,0,Hostel,4,Low,Data Analysis,High,Beginner,High,Poor,High
3126,2,CSE,9.18,5,0,Day Scholar,6,Low,Data Science,High,Intermediate,High,Poor,Low
3127,2,EEE,7.32,5,0,Hostel,8,High,Power Systems,Low,Beginner,Medium,Good,Medium
3128,1,ECE,9.03,2,0,Hostel,5,Low,Signal Processing,High,Beginner,High,Poor,High
3129,3,EEE,8.93,2,0,Day Scholar,4,Low,Renewable Energy,High,Beginner,High,Poor,High
3130,2,EEE,5.73,6,0,Hostel,7,Low,Smart Grid Systems,High,Beginner,High,Poor,High
3131,4,ECE,5.13,4,2,Hostel,7,Medium,Signal Processing,Medium,Beginner,High,Average,High
3132,1,CSE,5.61,1,0,Day Scholar,5,Medium,Web Development,High,Beginner,High,Average,High
3133,2,IT,8.89,4,2,Day Scholar,8,High,Competitive Coding,Low,Intermediate,Low,Good,Low
3134,3,IT,6.67,5,2,Day Scholar,4,Medium,Data Analysis,Medium,Beginner,Medium,Average,Medium
3135,1,Mechanical,8.23,6,0,Day Scholar,5,Medium,Manufacturing,Low,Intermediate,Medium,Average,Low
3136,2,IT,6.2,5,0,Day Scholar,7,Low,Web Development,Medium,Beginner,High,Poor,High
3137,4,EEE,6.3,4,2,Hostel,7,Medium,Industrial Automation,Medium,Beginner,High,Average,High
3138,3,EEE,9.17,2,2,Hostel,7,High,Smart Grid Systems,Low,Beginner,Medium,Good,High
3139,3,Mechanical,9.12,6,2,Hostel,4,Medium,CAD Design,High,Intermediate,Medium,Average,Low
3140,1,CSE,5.33,4,0,Hostel,6,Low,App Development,Low,Beginner,High,Poor,High
3141,4,Mechanical,5.71,4,0,Day Scholar,4,Medium,Automobile Engineering,Medium,Beginner,High,Average,High
3142,1,CSE,8.12,1,2,Hostel,4,Medium,Cybersecurity,Medium,Beginner,High,Average,High
3143,4,IT,8.28,6,2,Hostel,5,High,Communication Skills,High,Intermediate,Low,Good,Low
3144,1,IT,6.89,2,0,Hostel,6,Medium,Web Development,Low,Beginner,Medium,Average,High
3145,2,Mechanical,9.41,1,2,Hostel,7,Low,Thermal Engineering,High,Beginner,High,Poor,High
3146,3,Mechanical,6.43,3,0,Day Scholar,8,Medium,Automobile Engineering,Low,Beginner,High,Average,High
3147,1,CSE,6.6,4,1,Day Scholar,7,Medium,Web Development,Low,Beginner,Medium,Average,Medium
3148,1,IT,6.67,3,0,Hostel,4,Medium,Web Development,Medium,Beginner,Medium,Average,Medium
3149,4,Mechanical,6.34,6,0,Day Scholar,6,Low,Manufacturing,High,Beginner,High,Poor,High
3150,2,EEE,7.63,1,0,Hostel,4,High,Renewable Energy,Medium,Beginner,High,Good,High
3151,2,CSE,6.39,5,2,Hostel,4,Medium,Web Development,Medium,Beginner,High,Average,High
3152,3,IT,9.34,3,0,Day Scholar,5,Medium,AI/ML,High,Beginner,Medium,Average,Low
3153,2,Mechanical,5.65,2,2,Hostel,6,High,Manufacturing,Medium,Beginner,High,Good,High
3154,4,ECE,6.38,4,0,Hostel,8,Medium,Embedded Systems,Low,Beginner,High,Average,High
3155,4,ECE,6.64,2,0,Hostel,4,Medium,IoT,Low,Beginner,Medium,Average,High
3156,2,Mechanical,7.11,2,0,Day Scholar,6,Medium,CAD Design,Low,Beginner,Medium,Average,High
3157,4,EEE,7.13,6,1,Hostel,7,Low,Industrial Automation,Low,Beginner,High,Poor,Medium
3158,1,CSE,9.15,4,2,Day Scholar,4,Low,Web Development,Medium,Intermediate,High,Poor,Low
3159,1,CSE,7.59,1,0,Day Scholar,8,High,Web Development,Low,Beginner,High,Good,High
3160,1,Mechanical,5.06,2,0,Hostel,7,Medium,Robotics,High,Beginner,High,Average,High
3161,2,CSE,6.7,5,2,Hostel,5,Medium,AI/ML,Medium,Beginner,Medium,Average,Medium
3162,3,IT,8.52,6,0,Hostel,5,Medium,AI/ML,High,Intermediate,Medium,Average,Low
3163,4,IT,6.03,4,0,Hostel,7,High,Competitive Coding,Medium,Beginner,High,Good,High
3164,2,EEE,7.48,1,1,Day Scholar,5,Medium,Electrical Design,Medium,Beginner,High,Average,High
3165,3,IT,6.09,6,2,Hostel,5,High,Communication Skills,Medium,Beginner,High,Good,High
3166,3,CSE,8.65,3,0,Hostel,6,Medium,Cybersecurity,High,Beginner,Medium,Average,Low
3167,2,EEE,7.46,5,0,Day Scholar,6,Low,Industrial Automation,High,Beginner,High,Poor,Medium
3168,1,ECE,5.2,6,0,Hostel,7,High,Embedded Systems,Low,Beginner,High,Good,High
3169,3,CSE,8.88,3,0,Day Scholar,7,Medium,Data Science,Medium,Beginner,Medium,Average,Low
3170,3,ECE,5.04,6,2,Hostel,8,Medium,Embedded Systems,Medium,Beginner,High,Average,High
3171,1,EEE,5.46,4,0,Day Scholar,8,High,Industrial Automation,High,Beginner,High,Good,High
3172,4,CSE,8.2,4,1,Hostel,4,Low,Data Science,Low,Intermediate,High,Poor,Low
3173,1,IT,6.1,2,0,Hostel,7,Medium,Data Analysis,Low,Beginner,High,Average,High
3174,3,IT,7.94,5,2,Hostel,5,High,Data Analysis,High,Intermediate,Medium,Good,Low
3175,2,CSE,7.96,3,0,Hostel,5,Low,Web Development,Medium,Beginner,High,Poor,Low
3176,2,CSE,6.23,4,0,Day Scholar,4,Low,AI/ML,High,Beginner,High,Poor,High
3177,1,EEE,7.18,4,0,Day Scholar,4,High,Renewable Energy,Medium,Beginner,Medium,Good,Medium
3178,1,ECE,5.08,3,0,Day Scholar,5,Medium,Embedded Systems,Medium,Beginner,High,Average,High
3179,1,IT,8.48,2,0,Day Scholar,6,Low,Web Development,Low,Beginner,High,Poor,High
3180,1,Mechanical,5.45,2,0,Day Scholar,5,Medium,Automobile Engineering,Medium,Beginner,High,Average,High
3181,2,ECE,6.13,6,2,Day Scholar,7,Medium,Embedded Systems,Medium,Beginner,High,Average,High
3182,1,CSE,7.72,4,1,Hostel,8,Medium,Data Science,Low,Intermediate,Medium,Average,Low
3183,2,CSE,8.76,6,0,Hostel,6,High,App Development,Low,Intermediate,Low,Good,Low
3184,2,EEE,9.41,2,1,Hostel,6,Medium,Renewable Energy,Medium,Beginner,Medium,Average,High
3185,4,ECE,7.78,4,0,Day Scholar,7,Low,Embedded Systems,High,Intermediate,High,Poor,Low
3186,3,ECE,6.15,5,0,Hostel,6,Medium,Signal Processing,Medium,Beginner,High,Average,High
3187,3,CSE,6.45,4,0,Hostel,7,Low,Web Development,Low,Beginner,High,Poor,High
3188,3,EEE,5.22,1,0,Day Scholar,7,High,Electrical Design,Medium,Beginner,High,Good,High
3189,4,EEE,6.4,6,0,Hostel,4,Low,Power Systems,Medium,Beginner,High,Poor,High
3190,4,Mechanical,9.49,5,1,Day Scholar,4,Low,Automobile Engineering,Medium,Intermediate,High,Poor,Low
3191,4,IT,9.36,5,1,Hostel,4,Medium,Web Development,Medium,Intermediate,Medium,Average,Low
3192,1,EEE,9.03,3,0,Day Scholar,6,Medium,Industrial Automation,High,Beginner,Medium,Average,Low
3193,3,EEE,8.67,5,0,Day Scholar,5,Medium,Power Systems,High,Intermediate,Medium,Average,Low
3194,1,EEE,6.3,4,0,Hostel,4,High,Power Systems,High,Beginner,High,Good,High
3195,3,IT,8.57,6,0,Hostel,4,Medium,Data Analysis,Medium,Intermediate,Medium,Average,Low
3196,1,ECE,9.08,6,0,Day Scholar,6,High,Signal Processing,High,Intermediate,Low,Good,Low
3197,4,Mechanical,6.8,2,0,Day Scholar,5,Medium,Automobile Engineering,Low,Beginner,Medium,Average,High
3198,1,ECE,8.7,4,1,Day Scholar,7,High,IoT,Medium,Intermediate,Low,Good,Low
3199,3,EEE,7.38,5,0,Hostel,8,Low,Renewable Energy,High,Beginner,High,Poor,Medium
3200,4,ECE,8.48,3,1,Day Scholar,6,Low,Signal Processing,Medium,Beginner,High,Poor,Low
3201,4,IT,9.17,6,0,Hostel,5,Medium,Data Analysis,Low,Intermediate,Medium,Average,Low
3202,2,Mechanical,6.93,5,2,Day Scholar,8,Medium,Robotics,High,Beginner,Medium,Average,Medium
3203,4,Mechanical,8.6,5,1,Hostel,5,Medium,Automobile Engineering,Low,Intermediate,Medium,Average,Low
3204,3,EEE,7.68,5,0,Hostel,4,Medium,Renewable Energy,Medium,Intermediate,Medium,Average,Low
3205,2,ECE,7.9,3,1,Hostel,7,Low,Communication Systems,High,Beginner,High,Poor,Low
3206,3,CSE,6.58,5,0,Hostel,6,Low,Cybersecurity,High,Beginner,High,Poor,Medium
3207,2,CSE,7.25,5,0,Hostel,4,High,Cybersecurity,High,Beginner,Medium,Good,Medium
3208,3,ECE,7.66,1,2,Hostel,4,High,Embedded Systems,High,Beginner,High,Good,High
3209,4,IT,5.76,4,0,Hostel,8,High,AI/ML,Medium,Beginner,High,Good,High
3210,1,ECE,8.04,2,0,Day Scholar,6,Low,Communication Systems,Low,Beginner,High,Poor,High
3211,2,Mechanical,5.03,5,2,Hostel,6,Low,Robotics,Medium,Beginner,High,Poor,High
3212,2,Mechanical,9.39,1,0,Hostel,5,Medium,Automobile Engineering,High,Beginner,High,Average,High
3213,4,ECE,8.96,2,0,Day Scholar,8,Low,VLSI Design,High,Beginner,High,Poor,High
3214,1,EEE,7.61,5,0,Day Scholar,8,High,Industrial Automation,High,Intermediate,Medium,Good,Low
3215,3,Mechanical,7.34,6,0,Day Scholar,4,High,CAD Design,Medium,Beginner,Medium,Good,Medium
3216,1,CSE,5.69,5,0,Hostel,6,Medium,App Development,Medium,Beginner,High,Average,High
3217,4,Mechanical,6.39,4,0,Hostel,8,Medium,Robotics,Low,Beginner,High,Average,High
3218,1,IT,7.65,4,0,Hostel,8,Low,AI/ML,High,Intermediate,High,Poor,Low
3219,2,IT,6.16,5,2,Hostel,8,Low,Data Analysis,High,Beginner,High,Poor,High
3220,4,EEE,8.48,4,1,Day Scholar,6,Low,Renewable Energy,Low,Intermediate,High,Poor,Low
3221,3,CSE,7.97,3,0,Hostel,5,Medium,Data Science,Medium,Beginner,Medium,Average,Low
3222,1,ECE,7.48,2,0,Day Scholar,8,Low,Communication Systems,Medium,Beginner,High,Poor,High
3223,4,EEE,7.81,2,1,Day Scholar,4,Medium,Smart Grid Systems,Medium,Beginner,Medium,Average,High
3224,2,IT,9.23,4,2,Day Scholar,6,High,AI/ML,High,Intermediate,Low,Good,Low
3225,3,EEE,7.57,1,0,Day Scholar,7,High,Renewable Energy,Medium,Beginner,High,Good,High
3226,2,EEE,7.11,6,2,Hostel,4,Medium,Power Systems,Low,Beginner,Medium,Average,Medium
3227,4,Mechanical,5.13,6,1,Day Scholar,7,Medium,Robotics,Low,Beginner,High,Average,High
3228,3,EEE,5.32,6,1,Day Scholar,8,Medium,Industrial Automation,Low,Beginner,High,Average,High
3229,2,Mechanical,6.27,6,0,Hostel,5,High,Automobile Engineering,Low,Beginner,High,Good,High
3230,4,ECE,9.33,6,0,Day Scholar,5,Medium,Embedded Systems,High,Intermediate,Medium,Average,Low
3231,3,ECE,8.38,6,2,Hostel,7,High,IoT,High,Intermediate,Low,Good,Low
3232,1,CSE,6.23,2,1,Day Scholar,5,Low,Cybersecurity,High,Beginner,High,Poor,High
3233,2,ECE,5.18,2,1,Day Scholar,8,Medium,Signal Processing,Medium,Beginner,High,Average,High
3234,1,CSE,7.41,6,0,Day Scholar,7,High,Data Science,Low,Beginner,Medium,Good,Medium
